7a0966ae6401d529f63a21708059f12bb838c8d0	feat(ios): apply R3 A theme and core navigation
12c92452a72a8b501171228532172d059d802343	feat(ios): clarify chat composer and message presentation
d077e02b1340cd5996196fcd6bd247fd43b28134	feat(ios): wire AUTH-A1 identity flows and native regression coverage
7f0b8a49966efd8d61a6e84151b3e2429266f586	fix(ios): keep original account login independent of AUTH endpoints
f93235f953b8cab2171c1ab6bb130ccf98a1b53b	fix(ios): retire old login after password change outcome
9f591cc78eddea8f2ef3e97746def55939bdb185	fix(ios): make login credential settings read-only
8712f7b305f197411f1803efc23b21a6187a2e08	fix(ios): bind destructive chat actions to explicit intent and account
df372b1510569b20d3d40a2c82f4e67fe55cfaae	fix(ios): preserve license text while removing invalid XML controls
b0565267689414f5642c7b8274062501196c57d2	style: remove trailing blank lines from new verification files
62ce8470cd3b3cd344dd003406e835f48aa39cad	fix(ios): persist and display public alias before legacy basic tags
ae88055d55b81fb10eba6ec27d2a180cdf029943	fix(ios): pass explicit credential argument to token login
adf55d14098cf58d3c22a7a2c788a7c6dfc76652	feat(ios): apply D1 layouts to contacts and personal profile
ff6487e848eba42c0eb0a421b271444c8ed7d419	fix(ios): clarify group dissolution history and saved-copy scope
4681442909d9e1495c42d99695a40cbc60f12eba	fix(ios): distinguish unavailable credentials from unbound identities
69e2b80f7223a17ea8449cc770c6265f7023d777	fix(ios): keep legacy SDK login independent of AUTH transport
34da10e566ee3e61fdafa80ba140e65aeaf1a875	ci(ios): capture bounded cold-launch simulator evidence
e67e68fefc65f0886aaabcecec079e280a277825	docs(ios): record committed shell syntax verification
557d90092a52d02f89409b90396a788300528e61	test(auth): separate disabled capability and legal prerequisites
8927c053a0360a767a13cdd87bb600c265fde9b9	fix(contacts): bind public directory results to exact query and owner
fd7d0c52fffedde0e773c6a97521daa59181b91f	diagnostic(db): preserve safe initializer stage and error codes
61fd4ae482a65cbb465c455805fc792b8de350a1	fix(contacts): bound legacy public basic lookup to server lengths
80d17a0f50e6cfe67e772d5970de58b7dbe0eb5e	fix(account): bind logout confirmations and delete callbacks to owner
a02c61c7ef033fe17fbb4f3b95b0db6afad5cbf2	fix(contacts): retain current account contacts while offline
1be51a5b6fcc846f825d22064e58130f763c7868	fix(sdk): log a fixed inbound packet event
3f3d438d70dce742ea91bdf231c34699a18e26e4	fix(ui): use supported UISearchBar searchTextField API
f3043d923aa0f0c996b6a2967a9d2c33acefb435	fix(sdk): keep receive failure logs free of error text
